# extracted from cty_wt_mod.dat on Sat Jan 31 07:33:02 2026Z
# prefix     lat+N   lng+E  DXCC
UE4F         53.25   44.57  54
UE4H         53.45   50.45  54
UE4I         53.45   50.45  54
UE4L         53.95   47.92  54
UE4M         53.95   47.92  54
UE4N         58.77   49.83  54
UE4O         58.77   49.83  54
UE4P         55.55   50.93  54
UE4Q         55.55   50.93  54
UE4R         55.55   50.93  54
UE4S         56.70   47.87  54
UE4T         56.70   47.87  54
UE4U         54.43   44.45  54
UE4W         57.28   52.75  54
UE4Y         55.55   47.10  54
UE4Z         55.55   47.10  54
UE5A         55.75   37.62  54
UE5B         55.75   37.62  54
UE5C         55.75   37.62  54
UE5D         55.70   36.97  54
UE5E         52.85   36.43  54
UE5F         55.70   36.97  54
UE5G         52.70   39.15  54
UE5H         55.70   36.97  54
UE5I         57.15   34.62  54
UE5J         57.15   34.62  54
UE5K         51.05   40.15  54
UE5L         55.00   33.00  54
UE5M         57.87   39.20  54
UE5N         58.55   43.68  54
UE5O         51.05   40.15  54
UE5P         53.92   37.58  54
UE5Q         51.05   40.15  54
UE5R         52.72   41.57  54
UE5S         54.40   40.60  54
UE5T         56.48   44.53  54
UE5U         57.02   41.52  54
UE5V         56.08   40.62  54
UE5W         51.75   36.02  54
UE5X         54.43   35.43  54
UE5Y         52.95   33.40  54
UE5Z         50.77   37.45  54
UE6A         45.37   39.43  54
UE6B         45.37   39.43  54
UE6C         45.37   39.43  54
UE6D         45.37   39.43  54
UE6E         43.92   41.78  54
UE6F         45.05   43.27  54
UE6G         45.05   43.27  54
UE6H         45.05   43.27  54
UE6I         46.57   45.32  54
UE6J         43.18   44.23  54
UE6K         44.93   34.10  54
UE6L         47.87   41.18  54
UE6M         47.87   41.18  54
UE6N         47.87   41.18  54
UE6P         43.40   45.72  54
UE6Q         43.20   44.97  54
UE6R         50.00   30.00  54
UE6T         45.05   43.27  54
UE6U         47.23   47.23  54
UE6V         47.23   47.23  54
UE6W         43.10   46.88  54
UE6X         43.58   43.40  54
UE6Y         44.65   40.00  54
UE7A         45.37   39.43  54
UE7B         45.37   39.43  54
UE7C         45.37   39.43  54
UE7D         45.37   39.43  54
UE7E         43.92   41.78  54
UE7F         45.05   43.27  54
UE7G         45.05   43.27  54
UE7H         45.05   43.27  54
UE7I         46.57   45.32  54
UE7J         43.18   44.23  54
UE7K         44.93   34.10  54
UE7L         47.87   41.18  54
UE7M         47.87   41.18  54
UE7N         47.87   41.18  54
UE7P         43.40   45.72  54
UE7Q         43.20   44.97  54
UE7R         50.00   30.00  54
UE7T         45.05   43.27  54
UE7U         47.23   47.23  54
UE7V         47.23   47.23  54
UE7W         43.10   46.88  54
UE7X         43.58   43.40  54
UE7Y         44.65   40.00  54
UE8          55.88   84.08  15
UE83AWD      47.87   41.18  54
UE83M        47.87   41.18  54
UE83ML       47.87   41.18  54
UE8A         54.75   60.70  15
UE8B         54.75   60.70  15
UE8C         58.70   61.33  15
UE8D         58.70   61.33  15
UE8E         58.70   61.33  15
UE8F         58.00   56.32  54
UE8G         58.00   56.32  54
UE8H         58.75   82.13  15
UE8I         58.75   82.13  15
UE8J         62.25   70.17  15
UE8K         65.30   74.03  15
UE8L         57.83   69.00  15
UE8M         56.22   73.27  15
UE8N         56.22   73.27  15
UE8O         55.45   79.55  15
UE8P         55.45   79.55  15
UE8Q         55.57   64.75  15
UE8R         55.57   64.75  15
UE8S         52.13   55.60  15
UE8T         52.13   55.60  15
UE8U         54.93   87.23  15
UE8V         54.93   87.23  15
UE8W         54.47   56.27  15
UE8X         64.28   54.47  54
UE8Y         52.77   82.62  15
UE8Z         50.92   86.92  15
UE9          55.88   84.08  15
UE9A         54.75   60.70  15
UE9B         54.75   60.70  15
UE9C         58.70   61.33  15
UE9D         58.70   61.33  15
UE9E         58.70   61.33  15
UE9F         58.00   56.32  54
UE9G         58.00   56.32  54
UE9H         58.75   82.13  15
UE9I         58.75   82.13  15
UE9J         62.25   70.17  15
UE9K         65.30   74.03  15
UE9L         57.83   69.00  15
UE9M         56.22   73.27  15
UE9N         56.22   73.27  15
UE9O         55.45   79.55  15
UE9P         55.45   79.55  15
UE9Q         55.57   64.75  15
UE9R         55.57   64.75  15
UE9S         52.13   55.60  15
UE9T         52.13   55.60  15
UE9U         54.93   87.23  15
UE9V         54.93   87.23  15
UE9W         54.47   56.27  15
UE9X         64.28   54.47  54
UE9Y         52.77   82.62  15
UE9Z         50.92   86.92  15
UF0          55.88   84.08  15
UF0A         59.88   91.67  15
UF0B         59.88   91.67  15
UF0C         54.80  136.83  15
UF0D         48.60  132.20  15
UF0E         50.55  142.60  15
UF0F         50.55  142.60  15
UF0G         53.55  127.83  15
UF0H         59.88   91.67  15
UF0I         62.90  153.70  15
UF0J         53.55  127.83  15
UF0K         66.67  171.00  15
UF0L         45.33  134.67  15
UF0M         45.33  134.67  15
UF0N         45.33  134.67  15
UF0O         53.80  109.33  15
UF0Q         66.40  129.17  15
UF0R         57.37  106.00  15
UF0S         57.37  106.00  15
UF0T         57.37  106.00  15
UF0U         54.00  118.00  15
UF0V         54.00  118.00  15
UF0W         53.50   90.00  15
UF0X         56.00  159.00  15
UF0Y         51.78   94.75  15
UF0Z         56.00  159.00  15
UF1A         59.95   30.30  54
UF1B         59.95   30.30  54
UF1C         60.05   31.75  54
UF1D         60.05   31.75  54
UF1F         59.95   30.30  54
UF1H         59.95   30.30  54
UF1I         64.28   54.47  54
UF1J         59.95   30.30  54
UF1L         59.95   30.30  54
UF1M         59.95   30.30  54
UF1N         63.82   33.00  54
UF1O         63.50   43.00  54
UF1P         68.83   54.83  54
UF1Q         60.08   40.45  54
UF1R         60.08   40.45  54
UF1S         60.08   40.45  54
UF1T         58.43   32.38  54
UF1W         57.32   29.25  54
UF1X         57.32   29.25  54
UF1Z         68.03   34.57  54
UF2          54.72   20.52  126
UF3A         55.75   37.62  54
UF3B         55.75   37.62  54
UF3C         55.75   37.62  54
UF3D         55.70   36.97  54
UF3E         52.85   36.43  54
UF3F         55.70   36.97  54
UF3G         52.70   39.15  54
UF3H         55.70   36.97  54
UF3I         57.15   34.62  54
UF3J         57.15   34.62  54
UF3K         51.05   40.15  54
UF3L         55.00   33.00  54
UF3M         57.87   39.20  54
UF3N         58.55   43.68  54
UF3O         51.05   40.15  54
UF3P         53.92   37.58  54
UF3Q         51.05   40.15  54
UF3R         52.72   41.57  54
UF3S         54.40   40.60  54
UF3T         56.48   44.53  54
UF3U         57.02   41.52  54
UF3V         56.08   40.62  54
UF3W         51.75   36.02  54
UF3X         54.43   35.43  54
UF3Y         52.95   33.40  54
UF3Z         50.77   37.45  54
UF4A         49.73   44.12  54
UF4B         49.73   44.12  54
UF4C         51.78   46.73  54
UF4D         51.78   46.73  54
UF4F         53.25   44.57  54
UF4H         53.45   50.45  54
UF4I         53.45   50.45  54
UF4L         53.95   47.92  54
UF4M         53.95   47.92  54
UF4N         58.77   49.83  54
UF4O         58.77   49.83  54
UF4P         55.55   50.93  54
UF4Q         55.55   50.93  54
UF4R         55.55   50.93  54
UF4S         56.70   47.87  54
UF4T         56.70   47.87  54
UF4U         54.43   44.45  54
UF4W         57.28   52.75  54
UF4Y         55.55   47.10  54
UF4Z         55.55   47.10  54
UF5A         55.75   37.62  54
UF5B         55.75   37.62  54
UF5C         55.75   37.62  54
UF5D         55.70   36.97  54
UF5E         52.85   36.43  54
UF5F         55.70   36.97  54
UF5G         52.70   39.15  54
UF5H         55.70   36.97  54
UF5I         57.15   34.62  54
UF5J         57.15   34.62  54
UF5K         51.05   40.15  54
UF5L         55.00   33.00  54
UF5M         57.87   39.20  54
UF5N         58.55   43.68  54
UF5O         51.05   40.15  54
UF5P         53.92   37.58  54
UF5Q         51.05   40.15  54
UF5R         52.72   41.57  54
UF5S         54.40   40.60  54
UF5T         56.48   44.53  54
UF5U         57.02   41.52  54
UF5V         56.08   40.62  54
UF5W         51.75   36.02  54
UF5X         54.43   35.43  54
UF5Y         52.95   33.40  54
UF5Z         50.77   37.45  54
UF6A         45.37   39.43  54
UF6B         45.37   39.43  54
UF6C         45.37   39.43  54
UF6D         45.37   39.43  54
UF6E         43.92   41.78  54
UF6F         45.05   43.27  54
UF6G         45.05   43.27  54
UF6H         45.05   43.27  54
UF6I         46.57   45.32  54
UF6J         43.18   44.23  54
UF6K         44.93   34.10  54
UF6L         47.87   41.18  54
UF6M         47.87   41.18  54
UF6N         47.87   41.18  54
UF6P         43.40   45.72  54
UF6Q         43.20   44.97  54
UF6R         50.00   30.00  54
UF6T         45.05   43.27  54
UF6U         47.23   47.23  54
UF6W         43.10   46.88  54
UF6X         43.58   43.40  54
UF6Y         44.65   40.00  54
UF7A         45.37   39.43  54
UF7B         45.37   39.43  54
UF7C         45.37   39.43  54
UF7D         45.37   39.43  54
UF7E         43.92   41.78  54
UF7F         45.05   43.27  54
UF7G         45.05   43.27  54
UF7H         45.05   43.27  54
UF7I         46.57   45.32  54
UF7J         43.18   44.23  54
UF7K         44.93   34.10  54
UF7L         47.87   41.18  54
UF7M         47.87   41.18  54
UF7N         47.87   41.18  54
UF7P         43.40   45.72  54
UF7Q         43.20   44.97  54
UF7R         50.00   30.00  54
UF7T         45.05   43.27  54
UF7U         47.23   47.23  54
UF7V         47.23   47.23  54
UF7W         43.10   46.88  54
UF7X         43.58   43.40  54
UF7Y         44.65   40.00  54
UF8          55.88   84.08  15
UF8A         54.75   60.70  15
UF8B         54.75   60.70  15
UF8C         58.70   61.33  15
UF8D         58.70   61.33  15
UF8E         58.70   61.33  15
UF8F         58.00   56.32  54
UF8G         58.00   56.32  54
UF8H         58.75   82.13  15
UF8I         58.75   82.13  15
UF8J         62.25   70.17  15
UF8K         65.30   74.03  15
UF8L         57.83   69.00  15
UF8M         56.22   73.27  15
UF8N         56.22   73.27  15
UF8O         55.45   79.55  15
UF8P         55.45   79.55  15
UF8Q         55.57   64.75  15
UF8R         55.57   64.75  15
UF8S         52.13   55.60  15
UF8T         52.13   55.60  15
UF8U         54.93   87.23  15
UF8V         54.93   87.23  15
UF8W         54.47   56.27  15
UF8X         64.28   54.47  54
UF8Y         52.77   82.62  15
UF8Z         50.92   86.92  15
UF9          55.88   84.08  15
UF9A         54.75   60.70  15
UF9B         54.75   60.70  15
UF9C         58.70   61.33  15
UF9D         58.70   61.33  15
UF9E         58.70   61.33  15
UF9F         58.00   56.32  54
UF9G         58.00   56.32  54
UF9H         58.75   82.13  15
UF9I         58.75   82.13  15
UF9J         62.25   70.17  15
UF9K         65.30   74.03  15
UF9L         57.83   69.00  15
UF9M         56.22   73.27  15
UF9N         56.22   73.27  15
UF9O         55.45   79.55  15
UF9P         55.45   79.55  15
UF9Q         55.57   64.75  15
UF9R         55.57   64.75  15
UF9S         52.13   55.60  15
UF9T         52.13   55.60  15
UF9U         54.93   87.23  15
UF9V         54.93   87.23  15
UF9W         54.47   56.27  15
UF9X         64.28   54.47  54
UF9Y         52.77   82.62  15
UF9Z         50.92   86.92  15
UG0          55.88   84.08  15
UG0A         59.88   91.67  15
UG0B         59.88   91.67  15
UG0C         54.80  136.83  15
UG0D         48.60  132.20  15
UG0E         50.55  142.60  15
UG0F         50.55  142.60  15
UG0G         53.55  127.83  15
UG0H         59.88   91.67  15
UG0I         62.90  153.70  15
UG0J         53.55  127.83  15
UG0K         66.67  171.00  15
UG0L         45.33  134.67  15
UG0M         45.33  134.67  15
UG0N         45.33  134.67  15
UG0O         53.80  109.33  15
UG0Q         66.40  129.17  15
UG0R         57.37  106.00  15
UG0S         57.37  106.00  15
UG0T         57.37  106.00  15
UG0U         54.00  118.00  15
UG0V         54.00  118.00  15
UG0W         53.50   90.00  15
UG0X         56.00  159.00  15
UG0Y         51.78   94.75  15
UG0Z         56.00  159.00  15
UG1A         59.95   30.30  54
UG1B         59.95   30.30  54
UG1C         60.05   31.75  54
UG1D         60.05   31.75  54
UG1F         59.95   30.30  54
UG1H         59.95   30.30  54
UG1I         64.28   54.47  54
UG1J         59.95   30.30  54
UG1L         59.95   30.30  54
UG1M         59.95   30.30  54
UG1N         63.82   33.00  54
UG1O         63.50   43.00  54
UG1P         68.83   54.83  54
UG1Q         60.08   40.45  54
UG1R         60.08   40.45  54
UG1S         60.08   40.45  54
UG1T         58.43   32.38  54
UG1W         57.32   29.25  54
UG1X         57.32   29.25  54
UG1Z         68.03   34.57  54
UG2          54.72   20.52  126
UG3A         55.75   37.62  54
UG3B         55.75   37.62  54
UG3C         55.75   37.62  54
UG3D         55.70   36.97  54
UG3E         52.85   36.43  54
UG3F         55.70   36.97  54
UG3G         52.70   39.15  54
UG3H         55.70   36.97  54
UG3I         57.15   34.62  54
UG3J         57.15   34.62  54
UG3K         51.05   40.15  54
UG3L         55.00   33.00  54
UG3M         57.87   39.20  54
UG3N         58.55   43.68  54
UG3O         51.05   40.15  54
UG3P         53.92   37.58  54
UG3Q         51.05   40.15  54
UG3R         52.72   41.57  54
UG3S         54.40   40.60  54
UG3T         56.48   44.53  54
UG3U         57.02   41.52  54
UG3V         56.08   40.62  54
UG3W         51.75   36.02  54
UG3X         54.43   35.43  54
UG3Y         52.95   33.40  54
UG3Z         50.77   37.45  54
UG4A         49.73   44.12  54
UG4B         49.73   44.12  54
UG4C         51.78   46.73  54
UG4D         51.78   46.73  54
UG4F         53.25   44.57  54
UG4H         53.45   50.45  54
UG4I         53.45   50.45  54
UG4L         53.95   47.92  54
UG4M         53.95   47.92  54
UG4N         58.77   49.83  54
UG4O         58.77   49.83  54
UG4P         55.55   50.93  54
UG4Q         55.55   50.93  54
UG4R         55.55   50.93  54
UG4S         56.70   47.87  54
UG4T         56.70   47.87  54
UG4U         54.43   44.45  54
UG4W         57.28   52.75  54
UG4Y         55.55   47.10  54
UG4Z         55.55   47.10  54
UG5A         55.75   37.62  54
UG5B         55.75   37.62  54
UG5C         55.75   37.62  54
UG5D         55.70   36.97  54
UG5E         52.85   36.43  54
UG5F         55.70   36.97  54
UG5G         52.70   39.15  54
UG5H         55.70   36.97  54
UG5I         57.15   34.62  54
UG5J         57.15   34.62  54
UG5K         51.05   40.15  54
UG5L         55.00   33.00  54
UG5M         57.87   39.20  54
UG5N         58.55   43.68  54
UG5O         51.05   40.15  54
UG5P         53.92   37.58  54
UG5Q         51.05   40.15  54
UG5R         52.72   41.57  54
UG5S         54.40   40.60  54
UG5T         56.48   44.53  54
UG5U         57.02   41.52  54
UG5V         56.08   40.62  54
UG5W         51.75   36.02  54
UG5X         54.43   35.43  54
UG5Y         52.95   33.40  54
UG5Z         50.77   37.45  54
UG6A         45.37   39.43  54
UG6B         45.37   39.43  54
UG6C         45.37   39.43  54
UG6D         45.37   39.43  54
UG6E         43.92   41.78  54
UG6F         45.05   43.27  54
UG6G         45.05   43.27  54
UG6H         45.05   43.27  54
UG6I         46.57   45.32  54
UG6J         43.18   44.23  54
UG6K         44.93   34.10  54
UG6L         47.87   41.18  54
UG6M         47.87   41.18  54
UG6N         47.87   41.18  54
UG6P         43.40   45.72  54
UG6Q         43.20   44.97  54
UG6R         50.00   30.00  54
UG6T         45.05   43.27  54
UG6U         47.23   47.23  54
UG6V         47.23   47.23  54
UG6W         43.10   46.88  54
UG6X         43.58   43.40  54
UG6Y         44.65   40.00  54
UG7A         45.37   39.43  54
UG7B         45.37   39.43  54
UG7C         45.37   39.43  54
UG7D         45.37   39.43  54
UG7E         43.92   41.78  54
UG7F         45.05   43.27  54
UG7G         45.05   43.27  54
UG7H         45.05   43.27  54
UG7I         46.57   45.32  54
UG7J         43.18   44.23  54
UG7K         44.93   34.10  54
UG7L         47.87   41.18  54
UG7M         47.87   41.18  54
UG7N         47.87   41.18  54
UG7P         43.40   45.72  54
UG7Q         43.20   44.97  54
UG7R         50.00   30.00  54
UG7T         45.05   43.27  54
UG7U         47.23   47.23  54
UG7V         47.23   47.23  54
UG7W         43.10   46.88  54
UG7X         43.58   43.40  54
UG7Y         44.65   40.00  54
UG8          55.88   84.08  15
UG8A         54.75   60.70  15
