# extracted from cty_wt_mod.dat on Sat Jan 31 07:33:02 2026Z
# prefix     lat+N   lng+E  DXCC
NZ2          41.15  -74.53  291
NZ2S         47.83 -117.38  291
NZ3          39.95  -76.85  291
NZ4          33.12  -82.20  291
NZ5          31.85  -96.30  291
NZ6          35.48 -119.35  291
NZ6O         27.72  -82.35  291
NZ7          41.30 -116.60  291
NZ7Q         35.18 -106.67  291
NZ8          41.35  -83.23  291
NZ9          41.55  -87.97  291
OA          -10.00  -76.00  136
OA1          -6.52  -79.85  136
OA2          -7.15  -78.52  136
OA3         -12.07  -75.20  136
OA4         -12.10  -77.05  136
OA5         -13.17  -74.25  136
OA6         -16.42  -71.52  136
OA7         -13.52  -71.95  136
OA8          -7.00  -75.50  136
OA9          -6.15  -76.50  136
OB          -10.00  -76.00  136
OB1          -6.52  -79.85  136
OB2          -7.15  -78.52  136
OB3         -12.07  -75.20  136
OB4         -12.10  -77.05  136
OB5         -13.17  -74.25  136
OB6         -16.42  -71.52  136
OB7         -13.52  -71.95  136
OB8          -7.00  -75.50  136
OB9          -6.15  -76.50  136
OC          -10.00  -76.00  136
OC1          -6.52  -79.85  136
OC2          -7.15  -78.52  136
OC3         -12.07  -75.20  136
OC4         -12.10  -77.05  136
OC5         -13.17  -74.25  136
OC6         -16.42  -71.52  136
OC7         -13.52  -71.95  136
OC8          -7.00  -75.50  136
OC9          -6.15  -76.50  136
OD           33.83   35.83  354
OE           47.33   13.33  206
OE1          48.22   16.37  206
OE2          47.77   13.37  206
OE3          48.33   15.75  206
OE4          47.50   16.42  206
OE5          48.15   14.02  206
OE6          47.25   15.17  206
OE7          47.27   11.40  206
OE8          46.77   13.82  206
OE9          47.25    9.90  206
OF           61.38   24.82  224
OF0          60.13   20.37  5
OF1          60.45   22.25  224
OF2          60.23   24.78  224
OF3          61.53   23.75  224
OF4          62.50   28.00  224
OF5          61.00   28.20  224
OF6          63.00   22.00  224
OF7          62.80   27.50  224
OF8          65.17   25.47  224
OF9          66.50   26.00  224
OG           61.38   24.82  224
OG0          60.13   20.37  5
OG1          60.45   22.25  224
OG2          60.23   24.78  224
OG3          61.53   23.75  224
OG4          62.50   28.00  224
OG5          61.00   28.20  224
OG6          63.00   22.00  224
OG7          62.80   27.50  224
OG8          65.17   25.47  224
OG9          66.50   26.00  224
OH           61.38   24.82  224
OH0          60.13   20.37  5
OH1          60.45   22.25  224
OH2          60.23   24.78  224
OH3          61.53   23.75  224
OH4          62.50   28.00  224
OH5          61.00   28.20  224
OH6          63.00   22.00  224
OH7          62.80   27.50  224
OH8          65.17   25.47  224
OH9          66.50   26.00  224
OI           61.38   24.82  224
OI0          60.13   20.37  5
OI1          60.45   22.25  224
OI2          60.23   24.78  224
OI3          61.53   23.75  224
OI4          62.50   28.00  224
OI5          61.00   28.20  224
OI6          63.00   22.00  224
OI7          62.80   27.50  224
OI8          65.17   25.47  224
OI9          66.50   26.00  224
OJ           61.38   24.82  224
OJ0          60.00   19.00  167
OJ1ABOA     -73.05  -13.42  13
OK           50.00   16.00  503
OL           50.00   16.00  503
OM           49.00   20.00  504
OM0          49.00   21.23  504
OM1          48.15   17.12  504
OM2          48.38   17.58  504
OM4          49.22   18.73  504
OM5          48.30   18.08  504
OM6          49.22   18.73  504
OM7          48.73   19.15  504
OM8          48.72   21.87  504
ON           50.70    4.85  209
OO           50.70    4.85  209
OP           50.70    4.85  209
OQ           50.70    4.85  209
OR           50.70    4.85  209
OS           50.70    4.85  209
OT           50.70    4.85  209
OU           56.00   10.00  221
OV           56.00   10.00  221
OW           62.07   -6.93  222
OX           74.00  -42.78  237
OY           62.07   -6.93  222
OZ           56.00   10.00  221
P2           -9.50  147.12  163
P3           35.00   33.00  215
P4           12.53  -69.98  91
P5           39.78  126.30  344
P6           39.78  126.30  344
P7           39.78  126.30  344
P8           39.78  126.30  344
P9           39.78  126.30  344
PA           52.28    5.47  263
PB           52.28    5.47  263
PC           52.28    5.47  263
PD           52.28    5.47  263
PE           52.28    5.47  263
PF           52.28    5.47  263
PG           52.28    5.47  263
PH           52.28    5.47  263
PI           52.28    5.47  263
PI4ZWN/MILL   52.28    5.47  263
PJ0          18.07  -63.07  518
PJ2          12.17  -69.00  517
PJ4          12.20  -68.25  520
PJ5          17.48  -62.98  519
PJ6          17.63  -63.25  519
PJ7          18.07  -63.07  518
PJ8          18.07  -63.07  518
PK           -7.30  109.88  327
PL           -7.30  109.88  327
PM           -7.30  109.88  327
PN           -7.30  109.88  327
PO           -7.30  109.88  327
PP          -10.00  -53.00  108
PP0F         -3.85  -32.43  56
PP0R         -3.87  -33.82  56
PP0S          0.00  -29.00  253
PP0T        -20.50  -29.32  273
PP0ZF        -3.85  -32.43  56
PP0ZR        -3.87  -33.82  56
PP0ZS         0.00  -29.00  253
PP0ZT       -20.50  -29.32  273
PP1         -20.32  -40.35  108
PP2         -16.72  -49.30  108
PP3         -30.05  -51.18  108
PP4         -18.58  -46.53  108
PP5         -27.58  -48.52  108
PP6         -10.08  -37.12  108
PP7          -9.62  -35.73  108
PP8          -3.10  -60.00  108
PP9         -15.53  -56.08  108
PQ          -10.00  -53.00  108
PQ0F         -3.85  -32.43  56
PQ0R         -3.87  -33.82  56
PQ0S          0.00  -29.00  253
PQ0T        -20.50  -29.32  273
PQ0ZF        -3.85  -32.43  56
PQ0ZR        -3.87  -33.82  56
PQ0ZS         0.00  -29.00  253
PQ0ZT       -20.50  -29.32  273
PQ1         -22.88  -43.28  108
PQ2          -7.20  -48.20  108
PQ3         -30.05  -51.18  108
PQ4         -18.58  -46.53  108
PQ5         -25.42  -49.12  108
PQ6         -12.97  -38.48  108
PQ7          -8.07  -34.88  108
PQ8           0.00  -51.17  108
PQ9         -15.53  -56.08  108
PR          -10.00  -53.00  108
PR0F         -3.85  -32.43  56
PR0R         -3.87  -33.82  56
PR0S          0.00  -29.00  253
PR0T        -20.50  -29.32  273
PR0ZF        -3.85  -32.43  56
PR0ZR        -3.87  -33.82  56
PR0ZS         0.00  -29.00  253
PR0ZT       -20.50  -29.32  273
PR1         -22.88  -43.28  108
PR2         -23.55  -46.63  108
PR3         -30.05  -51.18  108
PR4         -18.58  -46.53  108
PR5         -25.42  -49.12  108
PR6         -12.97  -38.48  108
PR7          -7.10  -34.88  108
PR8          -2.65  -44.25  108
PR9         -15.53  -56.08  108
PS          -10.00  -53.00  108
PS0F         -3.85  -32.43  56
PS0R         -3.87  -33.82  56
PS0S          0.00  -29.00  253
PS0T        -20.50  -29.32  273
PS0ZF        -3.85  -32.43  56
PS0ZR        -3.87  -33.82  56
PS0ZS         0.00  -29.00  253
PS0ZT       -20.50  -29.32  273
PS1         -22.88  -43.28  108
PS2         -23.55  -46.63  108
PS3         -30.05  -51.18  108
PS4         -18.58  -46.53  108
PS5         -25.42  -49.12  108
PS6         -12.97  -38.48  108
PS7          -5.77  -35.25  108
PS8          -5.15  -42.77  108
PS9         -15.53  -56.08  108
PT          -10.00  -53.00  108
PT0F         -3.85  -32.43  56
PT0R         -3.87  -33.82  56
PT0S          0.00  -29.00  253
PT0T        -20.50  -29.32  273
PT0ZF        -3.85  -32.43  56
PT0ZR        -3.87  -33.82  56
PT0ZS         0.00  -29.00  253
PT0ZT       -20.50  -29.32  273
PT1         -22.88  -43.28  108
PT2         -15.92  -47.67  108
PT3         -30.05  -51.18  108
PT4         -18.58  -46.53  108
PT5         -25.42  -49.12  108
PT6         -12.97  -38.48  108
PT7          -3.75  -38.58  108
PT8          -9.98  -67.85  108
PT9         -20.40  -54.58  108
PU          -10.00  -53.00  108
PU0F         -3.85  -32.43  56
PU0R         -3.87  -33.82  56
PU0S          0.00  -29.00  253
PU0T        -20.50  -29.32  273
PU0ZF        -3.85  -32.43  56
PU0ZR        -3.87  -33.82  56
PU0ZS         0.00  -29.00  253
PU0ZT       -20.50  -29.32  273
PU1         -22.88  -43.28  108
PU2         -23.55  -46.63  108
PU3         -30.05  -51.18  108
PU4         -18.58  -46.53  108
PU5         -25.42  -49.12  108
PU6         -12.97  -38.48  108
PU7          -8.07  -34.88  108
PU8          -1.45  -48.48  108
PU9         -15.53  -56.08  108
PV          -10.00  -53.00  108
PV0F         -3.85  -32.43  56
PV0R         -3.87  -33.82  56
PV0S          0.00  -29.00  253
PV0T        -20.50  -29.32  273
PV0ZF        -3.85  -32.43  56
PV0ZR        -3.87  -33.82  56
PV0ZS         0.00  -29.00  253
PV0ZT       -20.50  -29.32  273
PV1         -22.88  -43.28  108
PV2         -23.55  -46.63  108
PV3         -30.05  -51.18  108
PV4         -18.58  -46.53  108
PV5         -25.42  -49.12  108
PV6         -12.97  -38.48  108
PV7          -8.07  -34.88  108
PV8           2.85  -60.72  108
PV9         -15.53  -56.08  108
PW          -10.00  -53.00  108
PW0F         -3.85  -32.43  56
PW0R         -3.87  -33.82  56
PW0S          0.00  -29.00  253
PW0T        -20.50  -29.32  273
PW0ZF        -3.85  -32.43  56
PW0ZR        -3.87  -33.82  56
PW0ZS         0.00  -29.00  253
PW0ZT       -20.50  -29.32  273
PW1         -22.88  -43.28  108
PW2         -23.55  -46.63  108
PW3         -30.05  -51.18  108
PW4         -18.58  -46.53  108
PW5         -25.42  -49.12  108
PW6         -12.97  -38.48  108
PW7          -8.07  -34.88  108
PW8          -8.75  -63.90  108
PW9         -15.53  -56.08  108
PX          -10.00  -53.00  108
PX0F         -3.85  -32.43  56
PX0R         -3.87  -33.82  56
PX0S          0.00  -29.00  253
PX0T        -20.50  -29.32  273
PX0ZF        -3.85  -32.43  56
PX0ZR        -3.87  -33.82  56
PX0ZS         0.00  -29.00  253
PX0ZT       -20.50  -29.32  273
PX1         -22.88  -43.28  108
PX2         -23.55  -46.63  108
PX3         -30.05  -51.18  108
PX4         -18.58  -46.53  108
PX5         -25.42  -49.12  108
PX6         -12.97  -38.48  108
PX7          -8.07  -34.88  108
PX8          -1.45  -48.48  108
PX9         -15.53  -56.08  108
PY          -10.00  -53.00  108
PY0F         -3.85  -32.43  56
PY0R         -3.87  -33.82  56
PY0S          0.00  -29.00  253
PY0T        -20.50  -29.32  273
PY0Z         -3.85  -32.43  56
PY0ZR        -3.87  -33.82  56
PY0ZS         0.00  -29.00  253
PY0ZT       -20.50  -29.32  273
PY1         -22.88  -43.28  108
PY2         -23.55  -46.63  108
PY3         -30.05  -51.18  108
PY4         -18.58  -46.53  108
PY5         -25.42  -49.12  108
PY6         -12.97  -38.48  108
PY7          -8.07  -34.88  108
PY8          -1.45  -48.48  108
PY9         -15.53  -56.08  108
PZ            4.00  -56.00  140
PZ1           5.80  -55.27  140
PZ2           5.77  -56.87  140
PZ3           5.77  -56.28  140
PZ4           5.78  -55.62  140
PZ6           5.43  -55.33  140
PZ7           4.77  -55.13  140
PZ8           5.87  -54.92  140
PZ9           5.77  -54.32  140
R            53.65   41.37  54
R0           55.88   84.08  15
R026NY       47.87   41.18  54
R0A          59.88   91.67  15
R0B          59.88   91.67  15
R0C          54.80  136.83  15
R0D          48.60  132.20  15
R0E          50.55  142.60  15
R0F          50.55  142.60  15
R0FBA/9      52.77   82.62  15
R0G          53.55  127.83  15
R0H          59.88   91.67  15
R0I          62.90  153.70  15
R0J          53.55  127.83  15
R0K          66.67  171.00  15
R0KA/9       55.88   84.08  15
R0L          45.33  134.67  15
R0M          45.33  134.67  15
R0MR/P       45.33  134.67  15
R0N          45.33  134.67  15
R0O          53.80  109.33  15
R0Q          66.40  129.17  15
R0R          57.37  106.00  15
R0S          57.37  106.00  15
R0T          57.37  106.00  15
R0U          54.00  118.00  15
R0V          54.00  118.00  15
R0W          53.50   90.00  15
R0X          56.00  159.00  15
R0Y          51.78   94.75  15
R0Z          56.00  159.00  15
R103AE       47.87   41.18  54
R103ME       47.87   41.18  54
R1A          59.95   30.30  54
R1AT         59.95   30.30  54
R1B          59.95   30.30  54
R1C          60.05   31.75  54
R1CAA        60.05   31.75  54
R1D          60.05   31.75  54
R1F          59.95   30.30  54
R1H          59.95   30.30  54
R1I          64.28   54.47  54
R1J          59.95   30.30  54
R1L          59.95   30.30  54
R1M          59.95   30.30  54
R1N          63.82   33.00  54
R1O          63.50   43.00  54
R1P          68.83   54.83  54
R1Q          60.08   40.45  54
R1R          60.08   40.45  54
R1S          60.08   40.45  54
R1T          58.43   32.38  54
R1W          57.32   29.25  54
R1X          57.32   29.25  54
R1Z          68.03   34.57  54
R2026A       47.87   41.18  54
R2026C       56.70   47.87  54
R2026L       45.05   43.27  54
R2026N       45.37   39.43  54
R2026NY      47.87   41.18  54
R2026S       54.40   40.60  54
R2026X       45.33  134.67  15
R2A          55.75   37.62  54
R2B          55.75   37.62  54
R2C          55.75   37.62  54
R2D          55.70   36.97  54
R2E          52.85   36.43  54
R2F          54.72   20.52  126
R2G          52.70   39.15  54
R2H          55.70   36.97  54
R2I          57.15   34.62  54
R2J          57.15   34.62  54
R2K          54.72   20.52  126
R2L          55.00   33.00  54
R2M          57.87   39.20  54
R2MWO        54.72   20.52  126
R2N          58.55   43.68  54
R2O          51.05   40.15  54
R2P          53.92   37.58  54
R2Q          51.05   40.15  54
R2R          52.72   41.57  54
R2S          54.40   40.60  54
R2T          56.48   44.53  54
R2U          57.02   41.52  54
R2V          56.08   40.62  54
R2W          51.75   36.02  54
R2X          54.43   35.43  54
R2Y          52.95   33.40  54
R2Z          50.77   37.45  54
R35EMER      55.57   64.75  15
R35KCHS      53.55  127.83  15
R35MCHS      58.70   61.33  15
R35SPAS      51.78   46.73  54
R3A          55.75   37.62  54
R3B          55.75   37.62  54
R3C          55.75   37.62  54
R3CI/0       66.67  171.00  15
R3D          55.70   36.97  54
R3E          52.85   36.43  54
R3F          55.70   36.97  54
R3G          52.70   39.15  54
R3H          55.70   36.97  54
R3I          57.15   34.62  54
R3J          57.15   34.62  54
R3K          51.05   40.15  54
R3L          55.00   33.00  54
R3M          57.87   39.20  54
R3N          58.55   43.68  54
R3O          51.05   40.15  54
R3P          53.92   37.58  54
R3Q          51.05   40.15  54
R3R          52.72   41.57  54
R3S          54.40   40.60  54
R3T          56.48   44.53  54
R3U          57.02   41.52  54
R3V          56.08   40.62  54
R3W          51.75   36.02  54
R3X          54.43   35.43  54
R3Y          52.95   33.40  54
R3Z          50.77   37.45  54
R4A          49.73   44.12  54
R4B          49.73   44.12  54
R4C          51.78   46.73  54
R4D          51.78   46.73  54
R4DB/8       62.25   70.17  15
R4F          53.25   44.57  54
R4H          53.45   50.45  54
R4HAT        53.45   50.45  54
R4HC         53.45   50.45  54
R4HCE        53.45   50.45  54
R4HCZ        53.45   50.45  54
R4HD         53.45   50.45  54
R4HDC        53.45   50.45  54
R4HDR        53.45   50.45  54
R4HL         53.45   50.45  54
R4I          53.45   50.45  54
R4IC         53.45   50.45  54
R4ID         53.45   50.45  54
R4II         53.45   50.45  54
R4IK         53.45   50.45  54
R4IM         53.45   50.45  54
R4IN         53.45   50.45  54
R4IO         53.45   50.45  54
R4IT         53.45   50.45  54
R4L          53.95   47.92  54
R4M          53.95   47.92  54
R4N          58.77   49.83  54
R4O          58.77   49.83  54
R4P          55.55   50.93  54
R4PH         55.55   50.93  54
R4Q          55.55   50.93  54
R4R          55.55   50.93  54
R4RB         55.55   50.93  54
R4RM         55.55   50.93  54
R4S          56.70   47.87  54
R4T          56.70   47.87  54
R4U          54.43   44.45  54
R4W          57.28   52.75  54
R4Y          55.55   47.10  54
R4Z          55.55   47.10  54
R5A          55.75   37.62  54
R5AF/0       45.33  134.67  15
R5B          55.75   37.62  54
R5C          55.75   37.62  54
R5D          55.70   36.97  54
R5E          52.85   36.43  54
R5F          55.70   36.97  54
R5G          52.70   39.15  54
R5H          55.70   36.97  54
R5I          57.15   34.62  54
R5J          57.15   34.62  54
R5K          51.05   40.15  54
R5L          55.00   33.00  54
R5M          57.87   39.20  54
R5N          58.55   43.68  54
R5O          51.05   40.15  54
R5P          53.92   37.58  54
R5Q          51.05   40.15  54
R5R          52.72   41.57  54
R5S          54.40   40.60  54
R5T          56.48   44.53  54
R5U          57.02   41.52  54
R5V          56.08   40.62  54
R5W          51.75   36.02  54
R5X          54.43   35.43  54
R5Y          52.95   33.40  54
R5Z          50.77   37.45  54
R6A          45.37   39.43  54
R6B          45.37   39.43  54
R6C          45.37   39.43  54
R6D          45.37   39.43  54
R6E          43.92   41.78  54
R6F          45.05   43.27  54
R6G          45.05   43.27  54
R6H          45.05   43.27  54
R6I          46.57   45.32  54
R6J          43.18   44.23  54
R6K          44.93   34.10  54
R6L          47.87   41.18  54
R6M          47.87   41.18  54
R6N          47.87   41.18  54
R6P          43.40   45.72  54
R6Q          43.20   44.97  54
R6R          50.00   30.00  54
R6T          45.05   43.27  54
R6U          47.23   47.23  54
R6V          47.23   47.23  54
R6W          43.10   46.88  54
R6X          43.58   43.40  54
R6Y          44.65   40.00  54
R7A          45.37   39.43  54
R7B          45.37   39.43  54
R7C          45.37   39.43  54
R7D          45.37   39.43  54
R7E          43.92   41.78  54
R7F          45.05   43.27  54
R7G          45.05   43.27  54
R7H          45.05   43.27  54
R7I          46.57   45.32  54
R7J          43.18   44.23  54
R7K          44.93   34.10  54
R7L          47.87   41.18  54
R7M          47.87   41.18  54
R7N          47.87   41.18  54
R7P          43.40   45.72  54
R7Q          43.20   44.97  54
R7R          50.00   30.00  54
R7T          45.05   43.27  54
R7U          47.23   47.23  54
R7V          47.23   47.23  54
R7W          43.10   46.88  54
R7X          43.58   43.40  54
R7Y          44.65   40.00  54
R8           55.88   84.08  15
R8A          54.75   60.70  15
R8B          54.75   60.70  15
R8C          58.70   61.33  15
R8D          58.70   61.33  15
R8E          58.70   61.33  15
R8F          58.00   56.32  54
R8FF         56.70   47.87  54
R8G          58.00   56.32  54
R8H          58.75   82.13  15
R8I          58.75   82.13  15
R8J          62.25   70.17  15
R8K          65.30   74.03  15
R8L          57.83   69.00  15
R8M          56.22   73.27  15
R8MB/1       64.28   54.47  54
R8N          56.22   73.27  15
R8O          55.45   79.55  15
R8P          55.45   79.55  15
R8Q          55.57   64.75  15
R8R          55.57   64.75  15
R8S          52.13   55.60  15
R8T          52.13   55.60  15
R8U          54.93   87.23  15
R8V          54.93   87.23  15
R8W          54.47   56.27  15
R8X          64.28   54.47  54
R8Y          52.77   82.62  15
R8Z          50.92   86.92  15
R9           55.88   84.08  15
R900BL       59.95   30.30  54
R900DM       59.95   30.30  54
R900DV       60.05   31.75  54
R900OI       59.95   30.30  54
R900RO       59.95   30.30  54
R95YNAO      65.30   74.03  15
R9A          54.75   60.70  15
R9B          54.75   60.70  15
R9C          58.70   61.33  15
R9D          58.70   61.33  15
R9E          58.70   61.33  15
R9F          58.00   56.32  54
R9G          58.00   56.32  54
R9GM/6       45.37   39.43  54
R9H          58.75   82.13  15
R9I          58.75   82.13  15
R9J          62.25   70.17  15
R9JQ/6       45.37   39.43  54
R9K          65.30   74.03  15
R9KC/6       45.37   39.43  54
R9L          57.83   69.00  15
R9M          56.22   73.27  15
R9MA         56.22   73.27  15
R9N          56.22   73.27  15
R9O          55.45   79.55  15
R9OM/6       45.37   39.43  54
R9P          55.45   79.55  15
R9Q          55.57   64.75  15
R9R          55.57   64.75  15
R9S          52.13   55.60  15
R9T          52.13   55.60  15
R9U          54.93   87.23  15
R9V          54.93   87.23  15
R9W          54.47   56.27  15
R9X          64.28   54.47  54
R9Y          52.77   82.62  15
R9Z          50.92   86.92  15
RA0          55.88   84.08  15
RA0A         59.88   91.67  15
RA0B         59.88   91.67  15
RA0C         54.80  136.83  15
RA0D         48.60  132.20  15
RA0E         50.55  142.60  15
RA0F         50.55  142.60  15
RA0G         53.55  127.83  15
RA0H         59.88   91.67  15
RA0I         62.90  153.70  15
RA0J         53.55  127.83  15
RA0K         66.67  171.00  15
RA0L         45.33  134.67  15
RA0M         45.33  134.67  15
RA0N         45.33  134.67  15
RA0O         53.80  109.33  15
RA0Q         66.40  129.17  15
RA0R         57.37  106.00  15
RA0S         57.37  106.00  15
RA0T         57.37  106.00  15
RA0U         54.00  118.00  15
RA0V         54.00  118.00  15
RA0W         53.50   90.00  15
RA0X         56.00  159.00  15
RA0Y         51.78   94.75  15
RA0Z         56.00  159.00  15
RA1A         59.95   30.30  54
RA1B         59.95   30.30  54
RA1C         60.05   31.75  54
RA1D         60.05   31.75  54
RA1F         59.95   30.30  54
RA1H         59.95   30.30  54
RA1I         64.28   54.47  54
RA1J         59.95   30.30  54
RA1L         59.95   30.30  54
RA1M         59.95   30.30  54
RA1N         63.82   33.00  54
RA1O         63.50   43.00  54
RA1P         68.83   54.83  54
RA1Q         60.08   40.45  54
RA1R         60.08   40.45  54
RA1S         60.08   40.45  54
RA1T         58.43   32.38  54
RA1W         57.32   29.25  54
RA1X         57.32   29.25  54
RA1Z         68.03   34.57  54
RA2          54.72   20.52  126
RA3A         55.75   37.62  54
RA3B         55.75   37.62  54
RA3C         55.75   37.62  54
RA3D         55.70   36.97  54
RA3E         52.85   36.43  54
RA3F         55.70   36.97  54
RA3G         52.70   39.15  54
RA3H         55.70   36.97  54
RA3I         57.15   34.62  54
RA3J         57.15   34.62  54
RA3K         51.05   40.15  54
RA3L         55.00   33.00  54
RA3M         57.87   39.20  54
RA3N         58.55   43.68  54
RA3O         51.05   40.15  54
RA3P         53.92   37.58  54
RA3Q         51.05   40.15  54
RA3R         52.72   41.57  54
RA3S         54.40   40.60  54
RA3T         56.48   44.53  54
RA3U         57.02   41.52  54
RA3V         56.08   40.62  54
RA3W         51.75   36.02  54
RA3X         54.43   35.43  54
RA3X/1       64.28   54.47  54
RA3Y         52.95   33.40  54
RA3Z         50.77   37.45  54
RA4A         49.73   44.12  54
RA4B         49.73   44.12  54
RA4C         51.78   46.73  54
RA4D         51.78   46.73  54
RA4F         53.25   44.57  54
RA4H         53.45   50.45  54
RA4HL        53.45   50.45  54
RA4I         53.45   50.45  54
RA4L         53.95   47.92  54
RA4M         53.95   47.92  54
RA4N         58.77   49.83  54
RA4NCC       58.77   49.83  54
RA4O         58.77   49.83  54
RA4P         55.55   50.93  54
RA4Q         55.55   50.93  54
RA4R         55.55   50.93  54
RA4S         56.70   47.87  54
RA4T         56.70   47.87  54
RA4U         54.43   44.45  54
RA4W         57.28   52.75  54
RA4Y         55.55   47.10  54
RA4Z         55.55   47.10  54
RA5A         55.75   37.62  54
RA5B         55.75   37.62  54
RA5C         55.75   37.62  54
RA5D         55.70   36.97  54
RA5E         52.85   36.43  54
RA5F         55.70   36.97  54
RA5G         52.70   39.15  54
RA5H         55.70   36.97  54
RA5I         57.15   34.62  54
RA5J         57.15   34.62  54
RA5K         51.05   40.15  54
RA5L         55.00   33.00  54
RA5M         57.87   39.20  54
RA5N         58.55   43.68  54
RA5O         51.05   40.15  54
RA5P         53.92   37.58  54
RA5Q         51.05   40.15  54
RA5R         52.72   41.57  54
RA5S         54.40   40.60  54
RA5T         56.48   44.53  54
RA5U         57.02   41.52  54
RA5V         56.08   40.62  54
RA5W         51.75   36.02  54
RA5X         54.43   35.43  54
RA5Y         52.95   33.40  54
RA5Z         50.77   37.45  54
RA6A         45.37   39.43  54
RA6B         45.37   39.43  54
RA6C         45.37   39.43  54
RA6D         45.37   39.43  54
RA6E         43.92   41.78  54
RA6F         45.05   43.27  54
RA6G         45.05   43.27  54
RA6H         45.05   43.27  54
RA6I         46.57   45.32  54
RA6J         43.18   44.23  54
RA6K         44.93   34.10  54
RA6L         47.87   41.18  54
RA6M         47.87   41.18  54
RA6N         47.87   41.18  54
RA6P         43.40   45.72  54
RA6Q         43.20   44.97  54
RA6R         50.00   30.00  54
RA6T         45.05   43.27  54
RA6U         47.23   47.23  54
RA6V         47.23   47.23  54
RA6W         43.10   46.88  54
RA6X         43.58   43.40  54
RA6Y         44.65   40.00  54
RA7A         45.37   39.43  54
RA7B         45.37   39.43  54
RA7C         45.37   39.43  54
RA7D         45.37   39.43  54
RA7E         43.92   41.78  54
RA7F         45.05   43.27  54
RA7G         45.05   43.27  54
RA7H         45.05   43.27  54
RA7I         46.57   45.32  54
RA7J         43.18   44.23  54
RA7K         44.93   34.10  54
RA7L         47.87   41.18  54
RA7M         47.87   41.18  54
RA7N         47.87   41.18  54
RA7P         43.40   45.72  54
RA7Q         43.20   44.97  54
RA7R         50.00   30.00  54
RA7T         45.05   43.27  54
RA7U         47.23   47.23  54
RA7V         47.23   47.23  54
RA7W         43.10   46.88  54
RA7X         43.58   43.40  54
RA7Y         44.65   40.00  54
RA8          55.88   84.08  15
RA8A         54.75   60.70  15
RA8B         54.75   60.70  15
RA8C         58.70   61.33  15
RA8D         58.70   61.33  15
RA8E         58.70   61.33  15
RA8F         58.00   56.32  54
RA8G         58.00   56.32  54
RA8H         58.75   82.13  15
RA8I         58.75   82.13  15
RA8J         62.25   70.17  15
RA8K         65.30   74.03  15
RA8L         57.83   69.00  15
RA8M         56.22   73.27  15
RA8N         56.22   73.27  15
RA8O         55.45   79.55  15
RA8P         55.45   79.55  15
RA8Q         55.57   64.75  15
RA8R         55.57   64.75  15
RA8S         52.13   55.60  15
RA8T         52.13   55.60  15
RA8U         54.93   87.23  15
RA8V         54.93   87.23  15
RA8W         54.47   56.27  15
RA8X         64.28   54.47  54
RA8Y         52.77   82.62  15
RA8Z         50.92   86.92  15
RA9          55.88   84.08  15
RA9A         54.75   60.70  15
RA9B         54.75   60.70  15
RA9C         58.70   61.33  15
RA9D         58.70   61.33  15
RA9E         58.70   61.33  15
RA9F         58.00   56.32  54
RA9G         58.00   56.32  54
RA9H         58.75   82.13  15
RA9I         58.75   82.13  15
RA9J         62.25   70.17  15
RA9JM        62.25   70.17  15
RA9K         65.30   74.03  15
RA9L         57.83   69.00  15
RA9M         56.22   73.27  15
RA9N         56.22   73.27  15
RA9O         55.45   79.55  15
RA9P         55.45   79.55  15
RA9Q         55.57   64.75  15
RA9R         55.57   64.75  15
RA9S         52.13   55.60  15
RA9T         52.13   55.60  15
RA9U         54.93   87.23  15
RA9V         54.93   87.23  15
RA9W         54.47   56.27  15
RA9X         64.28   54.47  54
RA9Y         52.77   82.62  15
RA9Z         50.92   86.92  15
RC0          55.88   84.08  15
RC0A         59.88   91.67  15
RC0B         59.88   91.67  15
RC0C         54.80  136.83  15
RC0D         48.60  132.20  15
RC0E         50.55  142.60  15
RC0F         50.55  142.60  15
RC0G         53.55  127.83  15
RC0H         59.88   91.67  15
RC0I         62.90  153.70  15
RC0J         53.55  127.83  15
RC0K         66.67  171.00  15
RC0L         45.33  134.67  15
RC0M         45.33  134.67  15
RC0N         45.33  134.67  15
RC0O         53.80  109.33  15
RC0Q         66.40  129.17  15
RC0R         57.37  106.00  15
RC0S         57.37  106.00  15
RC0T         57.37  106.00  15
RC0U         54.00  118.00  15
RC0V         54.00  118.00  15
RC0W         53.50   90.00  15
RC0X         56.00  159.00  15
RC0Y         51.78   94.75  15
RC0Z         56.00  159.00  15
RC1A         59.95   30.30  54
RC1B         59.95   30.30  54
RC1C         60.05   31.75  54
RC1D         60.05   31.75  54
RC1F         59.95   30.30  54
RC1H         59.95   30.30  54
RC1I         64.28   54.47  54
RC1J         59.95   30.30  54
RC1L         59.95   30.30  54
RC1M         59.95   30.30  54
RC1N         63.82   33.00  54
RC1O         63.50   43.00  54
RC1P         68.83   54.83  54
RC1Q         60.08   40.45  54
RC1R         60.08   40.45  54
RC1S         60.08   40.45  54
RC1T         58.43   32.38  54
RC1W         57.32   29.25  54
RC1X         57.32   29.25  54
RC1Z         68.03   34.57  54
RC2A         55.75   37.62  54
RC2B         55.75   37.62  54
RC2C         55.75   37.62  54
RC2D         55.70   36.97  54
RC2E         52.85   36.43  54
RC2F         54.72   20.52  126
RC2G         52.70   39.15  54
RC2H         55.70   36.97  54
RC2I         57.15   34.62  54
RC2J         57.15   34.62  54
RC2K         54.72   20.52  126
